,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,year
6923,Arizona,7667,No,Extended,Master,2011-01-12,Employed,F,87864,Urban,Married,94,19.0,42,0.0,8,Personal Auto,Personal L3,Offer2,Agent,421,Two-Door Car,Medsize,Manual,January,2011
6924,Oregon,9636,No,Basic,Doctor,2011-02-27,Employed,M,90334,Urban,Divorced,119,4.0,46,0.0,9,Corporate Auto,Corporate L3,Offer3,Branch,424,SUV,Medsize,Manual,February,2011
6925,Arizona,41103,No,Premium,College,2011-01-24,Employed,F,30845,Suburban,Married,116,3.0,89,1.0,2,Personal Auto,Personal L2,Offer1,Branch,557,Four-Door Car,Medsize,Automatic,January,2011
6926,Arizona,7160,No,Extended,College,2011-01-24,Employed,M,67206,Rural,Divorced,90,9.0,69,0.0,9,Personal Auto,Personal L1,Offer1,Web,76,Four-Door Car,Medsize,Manual,January,2011
6927,California,4479,No,Basic,Master,2011-01-29,Employed,M,94656,Urban,Married,111,15.0,79,0.0,1,Special Auto,Special L2,Offer4,Web,460,SUV,Medsize,Manual,January,2011
6928,California,10315,No,Basic,High School or Below,2011-01-11,Employed,F,99759,Rural,Married,65,12.0,25,3.0,2,Personal Auto,Personal L2,Offer2,Agent,74,Two-Door Car,Medsize,Automatic,January,2011
6929,Oregon,2554,No,Basic,College,2011-01-21,Medical Leave,M,12459,Suburban,Married,70,4.0,41,0.0,1,Personal Auto,Personal L2,Offer2,Branch,336,Four-Door Car,Small,Automatic,January,2011
6930,Oregon,35063,No,Basic,High School or Below,2011-02-04,Employed,F,84811,Rural,Single,111,27.0,38,0.0,2,Personal Auto,Personal L2,Offer2,Branch,278,SUV,Small,Manual,February,2011
6931,California,16374,No,Basic,High School or Below,2011-02-05,Employed,M,64396,Urban,Married,103,2.0,46,0.0,2,Special Auto,Special L1,Offer4,Agent,355,SUV,Medsize,Manual,February,2011
6932,California,7645,No,Extended,College,2011-01-31,Employed,M,43838,Suburban,Married,97,11.0,37,0.0,7,Corporate Auto,Corporate L2,Offer2,Web,466,Four-Door Car,Medsize,Automatic,January,2011
6933,Oregon,4303,No,Basic,Bachelor,2011-01-20,Unemployed,F,0,Suburban,Married,116,6.0,63,0.0,1,Personal Auto,Personal L2,Offer1,Agent,766,SUV,Medsize,Manual,January,2011
6934,Oregon,20237,No,Basic,Master,2011-01-27,Employed,F,55270,Suburban,Married,63,35.0,67,0.0,2,Personal Auto,Personal L1,Offer1,Branch,302,Two-Door Car,Medsize,Automatic,January,2011
6935,California,11315,Yes,Premium,Bachelor,2011-02-16,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,485,Four-Door Car,Medsize,Automatic,February,2011
6936,Oregon,3732,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,0,Suburban,Married,96,31.0,34,0.0,1,Personal Auto,Personal L1,Offer1,Agent,461,Four-Door Car,Large,Manual,February,2011
6937,Oregon,3937,No,Basic,Bachelor,2011-02-28,Disabled,M,19245,Suburban,Married,106,28.0,61,0.0,1,Personal Auto,Personal L3,Offer3,Web,509,SUV,Large,Automatic,February,2011
6938,Oregon,6555,No,Extended,College,2011-01-18,Disabled,M,21853,Suburban,Married,86,10.0,2,0.0,5,Personal Auto,Personal L2,Offer3,Agent,413,Four-Door Car,Medsize,Automatic,January,2011
6939,Oregon,2143,No,Basic,Bachelor,2011-01-23,Unemployed,M,0,Suburban,Single,65,3.0,71,0.0,1,Corporate Auto,Corporate L1,Offer4,Web,687,Two-Door Car,Medsize,Manual,January,2011
6940,Arizona,2937,No,Extended,Bachelor,2011-02-02,Unemployed,F,0,Suburban,Divorced,81,16.0,69,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,389,Two-Door Car,Medsize,Automatic,February,2011
6941,California,5939,No,Basic,Doctor,2011-02-04,Employed,F,44190,Rural,Married,74,17.0,40,0.0,3,Corporate Auto,Corporate L3,Offer2,Branch,11,Four-Door Car,Medsize,Manual,February,2011
6942,Washington,5582,No,Basic,Master,2011-02-28,Employed,F,62739,Urban,Divorced,70,29.0,80,0.0,3,Personal Auto,Personal L1,Offer2,Call Center,239,Two-Door Car,Medsize,Automatic,February,2011
6943,Oregon,10128,No,Extended,Doctor,2011-01-16,Medical Leave,M,23053,Suburban,Married,132,5.0,97,0.0,8,Personal Auto,Personal L1,Offer2,Agent,781,Sports Car,Medsize,Automatic,January,2011
6944,Oregon,4014,Yes,Extended,Doctor,2011-01-08,Employed,F,37384,Suburban,Married,99,9.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Agent,475,Four-Door Car,Medsize,Manual,January,2011
6945,California,4047,No,Basic,Bachelor,2011-02-11,Disabled,M,13330,Suburban,Single,117,33.0,74,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,562,SUV,Medsize,Manual,February,2011
6946,Nevada,5335,No,Basic,High School or Below,2011-01-26,Unemployed,M,0,Suburban,Single,73,6.0,97,0.0,9,Personal Auto,Personal L3,Offer2,Agent,526,Four-Door Car,Medsize,Automatic,January,2011
6947,California,7851,No,Basic,College,2011-02-15,Unemployed,F,0,Suburban,Married,69,15.0,78,0.0,2,Corporate Auto,Corporate L3,Offer4,Web,331,Four-Door Car,Medsize,Manual,February,2011
6948,California,19872,No,Premium,High School or Below,2011-01-31,Unemployed,M,0,Suburban,Single,185,26.0,35,0.0,2,Personal Auto,Personal L3,Offer1,Agent,1951,SUV,Small,Manual,January,2011
6949,Arizona,3907,No,Extended,College,2011-01-09,Employed,F,60230,Rural,Married,98,13.0,91,0.0,1,Personal Auto,Personal L2,Offer2,Web,8,Four-Door Car,Small,Automatic,January,2011
6950,California,30155,No,Extended,Master,2011-01-02,Employed,M,73359,Rural,Married,94,17.0,24,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,107,Two-Door Car,Medsize,Manual,January,2011
6951,Washington,2480,No,Basic,Bachelor,2011-01-07,Employed,F,93383,Urban,Single,62,31.0,64,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,244,Two-Door Car,Medsize,Automatic,January,2011
6952,Oregon,83325,No,Extended,High School or Below,2011-01-31,Employed,M,58958,Suburban,Married,231,31.0,74,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,1109,Luxury Car,Small,Automatic,January,2011
6953,Arizona,24186,No,Basic,Doctor,2011-02-08,Disabled,M,14710,Suburban,Single,112,25.0,86,0.0,2,Personal Auto,Personal L2,Offer3,Agent,538,Sports Car,Medsize,Automatic,February,2011
6954,Oregon,8039,No,Premium,College,2011-02-22,Employed,M,71982,Suburban,Single,103,29.0,37,0.0,4,Corporate Auto,Corporate L2,Offer3,Call Center,494,Four-Door Car,Small,Manual,February,2011
6955,Oregon,4584,No,Basic,Master,2011-01-19,Employed,M,94804,Suburban,Married,115,13.0,79,4.0,1,Personal Auto,Personal L2,Offer1,Branch,765,SUV,Medsize,Automatic,January,2011
6956,Oregon,4863,No,Basic,High School or Below,2011-01-30,Employed,F,36839,Rural,Married,61,22.0,93,0.0,3,Personal Auto,Personal L3,Offer2,Agent,152,Four-Door Car,Medsize,Automatic,January,2011
6957,Oregon,6309,No,Extended,Doctor,2011-02-05,Employed,F,21368,Rural,Married,79,7.0,2,0.0,6,Corporate Auto,Corporate L3,Offer2,Call Center,5,Four-Door Car,Medsize,Manual,February,2011
6958,Nevada,7507,Yes,Basic,College,2011-02-06,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal L2,Offer2,Agent,231,Two-Door Car,Medsize,Manual,February,2011
6959,California,6878,No,Extended,High School or Below,2011-02-05,Employed,M,39020,Suburban,Married,87,0.0,4,0.0,5,Corporate Auto,Corporate L1,Offer3,Agent,485,Four-Door Car,Small,Manual,February,2011
6960,Oregon,2599,No,Basic,High School or Below,2011-02-21,Employed,M,53021,Suburban,Married,68,28.0,71,4.0,1,Personal Auto,Personal L2,Offer1,Agent,326,Four-Door Car,Medsize,Manual,February,2011
6961,California,3997,No,Basic,High School or Below,2011-01-16,Unemployed,M,0,Suburban,Single,62,25.0,79,1.0,3,Corporate Auto,Corporate L3,Offer3,Agent,553,Four-Door Car,Medsize,Automatic,January,2011
6962,California,5815,No,Basic,College,2011-01-18,Employed,M,76675,Rural,Married,72,15.0,38,0.0,9,Personal Auto,Personal L2,Offer4,Agent,142,Four-Door Car,Small,Automatic,January,2011
6963,Arizona,8564,No,Basic,College,2011-02-01,Employed,M,91147,Rural,Married,107,4.0,79,0.0,7,Personal Auto,Personal L1,Offer3,Agent,50,Sports Car,Small,Automatic,February,2011
6964,Washington,5309,No,Basic,College,2011-02-05,Medical Leave,F,22404,Urban,Married,70,0.0,62,1.0,4,Personal Auto,Personal L3,Offer1,Agent,211,Four-Door Car,Medsize,Manual,February,2011
6965,Nevada,5980,Yes,Extended,High School or Below,2011-02-07,Employed,F,57693,Suburban,Divorced,76,16.0,56,0.0,3,Personal Auto,Personal L2,Offer2,Agent,547,Four-Door Car,Medsize,Automatic,February,2011
6966,California,17019,No,Basic,Bachelor,2011-02-01,Employed,F,89601,Rural,Married,70,1.0,8,0.0,2,Personal Auto,Personal L3,Offer2,Branch,117,Two-Door Car,Medsize,Manual,February,2011
6967,Arizona,6514,No,Extended,College,2011-01-22,Employed,F,50037,Urban,Married,81,24.0,91,0.0,6,Special Auto,Special L2,Offer1,Call Center,303,Four-Door Car,Medsize,Automatic,January,2011
6968,Nevada,2619,No,Basic,High School or Below,2011-01-15,Employed,F,93987,Urban,Single,65,9.0,1,0.0,1,Personal Auto,Personal L2,Offer2,Branch,251,Two-Door Car,Medsize,Automatic,January,2011
6969,Arizona,4637,No,Basic,Master,2011-02-07,Employed,M,25816,Suburban,Single,119,18.0,63,0.0,1,Personal Auto,Personal L1,Offer3,Agent,571,Sports Car,Medsize,Manual,February,2011
6970,California,13266,No,Basic,Bachelor,2011-01-09,Employed,F,99617,Rural,Married,109,1.0,62,0.0,2,Personal Auto,Personal L2,Offer3,Agent,75,SUV,Medsize,Manual,January,2011
6971,California,15886,No,Basic,Doctor,2011-02-28,Employed,F,56362,Suburban,Married,197,30.0,47,1.0,6,Personal Auto,Personal L3,Offer4,Call Center,946,Luxury SUV,Medsize,Manual,February,2011
6972,Oregon,8026,No,Basic,Bachelor,2011-02-20,Unemployed,M,0,Suburban,Married,109,10.0,20,0.0,6,Corporate Auto,Corporate L3,Offer1,Branch,898,SUV,Medsize,Manual,February,2011
6973,Oregon,12157,Yes,Premium,High School or Below,2011-02-27,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L2,Offer1,Agent,494,Four-Door Car,Medsize,Manual,February,2011
6974,California,3681,No,Extended,College,2011-01-29,Unemployed,M,0,Urban,Married,98,23.0,7,0.0,1,Personal Auto,Personal L3,Offer4,Web,355,Four-Door Car,Medsize,Automatic,January,2011
6975,Oregon,4766,No,Basic,Bachelor,2011-02-21,Unemployed,F,0,Suburban,Single,68,3.0,36,0.0,9,Personal Auto,Personal L2,Offer1,Agent,657,Four-Door Car,Medsize,Manual,February,2011
6976,California,13266,No,Basic,High School or Below,2011-01-03,Employed,M,34482,Rural,Married,67,4.0,6,0.0,2,Personal Auto,Personal L2,Offer1,Agent,84,Four-Door Car,Medsize,Automatic,January,2011
6977,Oregon,4893,No,Basic,Bachelor,2011-02-14,Unemployed,M,0,Suburban,Single,73,11.0,56,0.0,5,Corporate Auto,Corporate L3,Offer2,Branch,680,Four-Door Car,Medsize,Manual,February,2011
6978,Arizona,5400,No,Basic,High School or Below,2011-02-22,Employed,F,71186,Rural,Married,67,11.0,14,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,30,Two-Door Car,Medsize,Automatic,February,2011
6979,Oregon,7547,No,Basic,Bachelor,2011-01-20,Employed,M,31266,Suburban,Married,193,6.0,79,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,926,Luxury Car,Large,Automatic,January,2011
6980,Oregon,3534,No,Extended,Bachelor,2011-01-25,Medical Leave,M,19861,Suburban,Married,93,27.0,21,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,446,Four-Door Car,Medsize,Automatic,January,2011
6981,Washington,8189,No,Basic,College,2011-02-26,Employed,M,89061,Suburban,Divorced,103,19.0,88,0.0,3,Personal Auto,Personal L2,Offer3,Web,565,SUV,Small,Automatic,February,2011
6982,Oregon,8569,No,Basic,Bachelor,2011-01-10,Employed,F,99803,Urban,Married,71,1.0,67,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,189,Four-Door Car,Small,Automatic,January,2011
6983,California,2913,No,Basic,Bachelor,2011-01-18,Employed,F,65436,Rural,Married,73,14.0,55,0.0,1,Personal Auto,Personal L3,Offer4,Agent,41,Four-Door Car,Small,Automatic,January,2011
6984,California,4835,No,Basic,College,2011-02-17,Employed,F,32017,Suburban,Married,62,9.0,10,2.0,7,Personal Auto,Personal L1,Offer1,Branch,298,Four-Door Car,Small,Automatic,February,2011
6985,Oregon,2496,No,Basic,High School or Below,2011-02-13,Unemployed,M,0,Suburban,Single,72,14.0,58,0.0,1,Corporate Auto,Corporate L2,Offer4,Web,518,Two-Door Car,Medsize,Automatic,February,2011
6986,California,15790,No,Extended,High School or Below,2011-01-04,Unemployed,F,0,Suburban,Single,212,28.0,51,0.0,4,Personal Auto,Personal L3,Offer3,Agent,1526,Luxury SUV,Large,Manual,January,2011
6987,Oregon,35945,No,Premium,High School or Below,2011-02-13,Unemployed,M,0,Suburban,Single,114,33.0,55,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,821,Four-Door Car,Large,Automatic,February,2011
6988,California,15769,No,Extended,College,2011-02-27,Employed,M,29977,Rural,Married,133,16.0,19,0.0,2,Personal Auto,Personal L3,Offer1,Agent,256,SUV,Small,Automatic,February,2011
6989,Oregon,4168,No,Basic,College,2011-02-02,Unemployed,F,0,Suburban,Single,69,22.0,98,3.0,8,Personal Auto,Personal L3,Offer1,Agent,434,Four-Door Car,Medsize,Manual,February,2011
6990,Oregon,4867,No,Basic,Bachelor,2011-01-10,Unemployed,F,0,Suburban,Single,68,4.0,17,0.0,9,Personal Auto,Personal L3,Offer1,Agent,444,Four-Door Car,Medsize,Automatic,January,2011
6991,California,9887,No,Extended,Bachelor,2011-02-16,Employed,F,44817,Suburban,Married,83,23.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Agent,527,Four-Door Car,Small,Manual,February,2011
6992,Nevada,5384,No,Basic,College,2011-02-23,Employed,F,89092,Rural,Divorced,68,31.0,30,2.0,3,Personal Auto,Personal L3,Offer1,Branch,92,Two-Door Car,Medsize,Automatic,February,2011
6993,Nevada,10853,No,Extended,College,2011-01-26,Employed,M,67696,Rural,Married,97,11.0,51,5.0,2,Corporate Auto,Corporate L3,Offer4,Branch,17,Two-Door Car,Medsize,Manual,January,2011
6994,California,5620,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,0,Suburban,Married,153,25.0,5,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,1027,SUV,Medsize,Manual,January,2011
6995,Washington,7284,No,Extended,College,2011-01-03,Employed,F,44605,Suburban,Married,91,3.0,45,0.0,7,Personal Auto,Personal L3,Offer1,Branch,437,Four-Door Car,Medsize,Automatic,January,2011
6996,California,7934,No,Basic,College,2011-01-13,Employed,F,76505,Rural,Married,65,15.0,89,0.0,2,Personal Auto,Personal L3,Offer1,Branch,144,Four-Door Car,Medsize,Automatic,January,2011
6997,Oregon,3768,No,Extended,Master,2011-01-17,Employed,F,85751,Urban,Married,93,6.0,3,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,391,Four-Door Car,Medsize,Automatic,January,2011
6998,Oregon,5291,No,Basic,Bachelor,2011-01-04,Employed,M,36791,Suburban,Divorced,68,26.0,62,0.0,3,Personal Auto,Personal L2,Offer1,Agent,326,Four-Door Car,Medsize,Manual,January,2011
6999,Oregon,8012,No,Basic,Bachelor,2011-01-27,Employed,M,58058,Suburban,Married,67,28.0,49,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,355,Four-Door Car,Medsize,Manual,January,2011
7000,Oregon,2916,No,Basic,Bachelor,2011-02-01,Employed,M,85210,Rural,Divorced,74,15.0,76,0.0,1,Personal Auto,Personal L3,Offer4,Web,101,Four-Door Car,Medsize,Manual,February,2011
7001,California,2751,No,Basic,Bachelor,2011-01-08,Employed,F,42585,Urban,Married,69,16.0,44,0.0,1,Personal Auto,Personal L1,Offer1,Agent,288,Two-Door Car,Medsize,Automatic,January,2011
7002,Arizona,5595,Yes,Basic,High School or Below,2011-02-05,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,341,Four-Door Car,Medsize,Manual,February,2011
7003,California,12812,No,Extended,Bachelor,2011-01-24,Unemployed,M,0,Suburban,Single,128,35.0,71,0.0,2,Personal Auto,Personal L2,Offer2,Agent,790,SUV,Medsize,Manual,January,2011
7004,California,16257,No,Extended,High School or Below,2011-01-17,Employed,F,21206,Rural,Married,136,12.0,9,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,98,Sports Car,Medsize,Automatic,January,2011
7005,Arizona,3487,No,Extended,High School or Below,2011-01-15,Unemployed,M,0,Suburban,Single,95,12.0,5,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,684,Four-Door Car,Medsize,Manual,January,2011
7006,Washington,8590,No,Basic,Bachelor,2011-02-06,Employed,F,63110,Rural,Married,72,23.0,84,0.0,2,Personal Auto,Personal L3,Offer3,Agent,68,Four-Door Car,Medsize,Automatic,February,2011
7007,Arizona,5849,No,Extended,High School or Below,2011-01-14,Unemployed,F,0,Suburban,Single,83,2.0,47,0.0,4,Corporate Auto,Corporate L2,Offer3,Agent,541,Four-Door Car,Medsize,Manual,January,2011
7008,Nevada,2586,No,Basic,High School or Below,2011-02-02,Employed,F,64592,Suburban,Married,64,12.0,57,0.0,1,Personal Auto,Personal L2,Offer2,Branch,307,Four-Door Car,Medsize,Manual,February,2011
7009,Oregon,14503,No,Basic,Bachelor,2011-01-31,Medical Leave,M,29790,Suburban,Married,194,25.0,49,0.0,3,Personal Auto,Personal L2,Offer1,Agent,931,Luxury SUV,Medsize,Automatic,January,2011
7010,Oregon,9025,No,Premium,Bachelor,2011-01-17,Medical Leave,F,23675,Suburban,Married,117,4.0,31,0.0,7,Personal Auto,Personal L2,Offer1,Branch,708,Four-Door Car,Medsize,Manual,January,2011
7011,California,2300,No,Basic,High School or Below,2011-02-03,Unemployed,F,0,Suburban,Single,66,9.0,10,1.0,1,Corporate Auto,Corporate L3,Offer2,Agent,475,Four-Door Car,Small,Manual,February,2011
7012,Arizona,3694,No,Extended,Bachelor,2011-01-01,Employed,F,87485,Suburban,Divorced,92,12.0,57,0.0,1,Personal Auto,Personal L3,Offer3,Branch,442,Four-Door Car,Medsize,Manual,January,2011
7013,Washington,32197,No,Extended,High School or Below,2011-01-30,Employed,F,91375,Rural,Married,99,22.0,89,0.0,2,Personal Auto,Personal L1,Offer4,Call Center,73,Two-Door Car,Medsize,Manual,January,2011
7014,Oregon,19688,No,Basic,Bachelor,2011-01-10,Employed,F,83879,Urban,Married,69,3.0,66,0.0,2,Personal Auto,Personal L2,Offer1,Agent,212,Four-Door Car,Medsize,Automatic,January,2011
7015,Oregon,8169,No,Basic,College,2011-01-14,Disabled,M,20819,Urban,Married,73,4.0,65,1.0,2,Special Auto,Special L2,Offer1,Call Center,207,Four-Door Car,Medsize,Manual,January,2011
7016,Arizona,6880,No,Extended,College,2011-02-24,Employed,M,63935,Urban,Married,87,20.0,63,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,222,Four-Door Car,Medsize,Manual,February,2011
7017,California,32317,No,Basic,Bachelor,2011-02-11,Employed,F,55475,Urban,Divorced,116,18.0,75,0.0,2,Personal Auto,Personal L3,Offer1,Agent,412,SUV,Medsize,Automatic,February,2011
7018,Oregon,7865,No,Extended,High School or Below,2011-01-23,Employed,F,75490,Rural,Married,97,15.0,20,0.0,7,Corporate Auto,Corporate L3,Offer2,Agent,43,Four-Door Car,Medsize,Manual,January,2011
7019,Arizona,6951,No,Basic,High School or Below,2011-01-18,Unemployed,M,0,Suburban,Married,61,27.0,90,0.0,2,Corporate Auto,Corporate L3,Offer3,Call Center,301,Four-Door Car,Medsize,Manual,January,2011
7020,Arizona,10083,Yes,Extended,High School or Below,2011-02-19,Retired,F,11828,Suburban,Divorced,90,18.0,84,0.0,2,Personal Auto,Personal L1,Offer1,Agent,571,Four-Door Car,Large,Automatic,February,2011
7021,Arizona,14268,No,Extended,High School or Below,2011-02-06,Disabled,F,17157,Suburban,Married,123,33.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Agent,771,SUV,Small,Manual,February,2011
7022,California,4014,Yes,Extended,Doctor,2011-01-08,Employed,F,37384,Suburban,Married,99,9.0,17,0.0,1,Personal Auto,Personal L1,Offer2,Agent,475,Four-Door Car,Medsize,Automatic,January,2011
7023,Arizona,5875,No,Basic,College,2011-01-13,Employed,M,46417,Rural,Married,74,16.0,14,0.0,7,Corporate Auto,Corporate L2,Offer2,Branch,165,Four-Door Car,Medsize,Automatic,January,2011
7024,California,2397,Yes,Basic,High School or Below,2011-01-29,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Personal Auto,Personal L2,Offer1,Branch,572,Four-Door Car,Medsize,Manual,January,2011
7025,Arizona,5448,No,Basic,High School or Below,2011-01-03,Unemployed,F,0,Suburban,Married,73,17.0,15,0.0,3,Personal Auto,Personal L2,Offer3,Agent,350,Four-Door Car,Medsize,Automatic,January,2011
7026,Oregon,10657,Yes,Extended,Bachelor,2011-02-27,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,632,Two-Door Car,Medsize,Automatic,February,2011
7027,Oregon,6898,No,Premium,Bachelor,2011-02-20,Employed,F,65337,Suburban,Married,173,9.0,22,1.0,1,Personal Auto,Personal L3,Offer1,Agent,830,SUV,Large,Automatic,February,2011
7028,Oregon,2375,No,Basic,High School or Below,2011-01-04,Employed,M,57338,Suburban,Single,61,8.0,48,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,293,Two-Door Car,Small,Manual,January,2011
7029,Oregon,7528,No,Basic,College,2011-02-14,Unemployed,F,0,Suburban,Single,106,0.0,44,0.0,7,Personal Auto,Personal L2,Offer2,Agent,509,SUV,Medsize,Manual,February,2011
7030,California,3971,No,Basic,Doctor,2011-02-26,Employed,M,23599,Suburban,Single,103,20.0,46,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,494,SUV,Medsize,Manual,February,2011
7031,Nevada,4382,No,Premium,College,2011-01-01,Medical Leave,F,20394,Urban,Married,115,28.0,84,0.0,1,Personal Auto,Personal L3,Offer1,Branch,509,Two-Door Car,Medsize,Automatic,January,2011
